"OBJECTID","STNO","STREET_NAM"
1237,"00667","POIRIER ST"
1238,"00641","POIRIER ST"
1239,"00689","62ND ST"
1240,"00665","62ND ST"
1241,"00641","62ND ST"
1242,"00615","62ND ST"
1243,"00601","62ND ST"
1244,"00575","61ST ST"
1245,"00599","62ND ST"
1246,"00585","62ND ST"
1247,"00667","63RD ST"
1248,"00641","63RD ST"
1249,"00601","63RD ST"
1250,"05948","MACCALL ST"
1251,"05900","MACCALL ST"
1252,"05824","MACCALL ST"
1253,"00751","61ST ST"
1254,"00723","61ST ST"
1255,"00849","61ST ST"
1256,"00829","60TH ST"
1257,"00849","60TH ST"
1258,"05906","GENOA ST"
1259,"05938","GENOA ST"
1260,"00857","59TH ST"
1261,"00849","59TH ST"
1262,"00811","59TH ST"
1263,"00749","60TH ST"
1264,"00701","60TH ST"
1265,"00749","59TH ST"
1266,"00703","59TH ST"
1267,"00759","58TH ST"
1268,"00729","58TH ST"
1269,"00679","59TH ST"
1270,"00637","59TH ST"
1271,"00601","59TH ST"
1272,"00591","59TH ST"
1273,"06220","DOVER ST"
1274,"06158","DOVER ST"
1275,"06110","DOVER ST"
1276,"06010","DOVER ST"
1277,"05916","DOVER ST"
1278,"00600","61ST ST"
1279,"00630","61ST ST"
1280,"00664","61ST ST"
1281,"00851","STANFORD AV"
1282,"00849","STANFORD AV"
1283,"05930","ADELINE ST"
1284,"05910","ADELINE ST"
1285,"05810","ADELINE ST"
1286,"00865","59TH ST"
1287,"06100","ADELINE ST"
1288,"06020","ADELINE ST"
1289,"06000","GENOA ST"
1290,"05926","GENOA ST"
1291,"05830","GENOA ST"
1292,"05810","GENOA ST"
1293,"00827","59TH ST"
1294,"00841","59TH ST"
1295,"00815","60TH ST"
1296,"00839","60TH ST"
1297,"00813","61ST ST"
1298,"00829","61ST ST"
1299,"00779","58TH ST"
1300,"00741","58TH ST"
1301,"00701","58TH ST"
1302,"00727","59TH ST"
1303,"00765","59TH ST"
1304,"00799","59TH ST"
1305,"00799","60TH ST"
1306," "," "
1307," "," "
1308," "," "
1309," "," "
1310," "," "
1311," "," "
1312," "," "
1313," "," "
1314," "," "
1315," "," "
1316," "," "
1317," "," "
1318," "," "
1319," "," "
1320," "," "
1321," "," "
1322," "," "
1323," "," "
1324," "," "
1325," "," "
1326," "," "
1327," "," "
1328," "," "
1329,"00769","60TH ST"
1330,"00727","60TH ST"
1331,"00701","61ST ST"
1332,"00737","61ST ST"
1333,"00765","61ST ST"
1334,"00799","61ST ST"
1335,"05800","M.L.K. JR WY"
1336,"05810","M.L.K. JR WY"
1337,"05824","M.L.K. JR WY"
1338,"05900","M.L.K. JR WY"
1339,"05918","M.L.K. JR WY"
1340,"05936","M.L.K. JR WY"
1341,"06002","M.L.K. JR WY"
1342,"06014","M.L.K. JR WY"
1343,"06028","M.L.K. JR WY"
1344,"06100","M.L.K. JR WY"
1345,"06124","M.L.K. JR WY"
1346,"00710","63RD ST"
1347,"00711","62ND ST"
1348,"06008","DOVER ST"
1349,"06100","DOVER ST"
1350,"06124","DOVER ST"
1351,"06166","DOVER ST"
1352,"06234","DOVER ST"
1353,"06300","SHATTUCK AV"
1354,"00623","63RD ST"
1355,"00651","63RD ST"
1356,"00685","63RD ST"
1357,"00631","62ND ST"
1358,"00657","62ND ST"
1359,"00679","62ND ST"
1360,"00611","POIRIER ST"
1361,"00643","POIRIER ST"
1362,"00677","POIRIER ST"
1363,"00682","61ST ST"
1364,"05814","DOVER ST"
1365,"05806","MACCALL ST"
1366,"05912","DOVER ST"
1367,"05920","DOVER ST"
1368,"05918","MACCALL ST"
1369,"05936","MACCALL ST"
1370,"05924","WHITNEY ST"
1371,"00607","60TH ST"
1372,"00633","60TH ST"
1373,"00659","60TH ST"
1374,"00675","60TH ST"
1375,"05930","DOVER ST"
1376,"05832","DOVER ST"
1377,"00655","59TH ST"
1378,"00649","59TH ST"
1379,"00629","59TH ST"
1380,"00585","59TH ST"
1381,"00587","61ST ST"
1382,"00599","61ST ST"
1383,"00575","62ND ST"
1384,"00591","62ND ST"
1385,"05800","SHATTUCK AV"
1386,"05925","M.L.K. JR WY"
1387,"05915","M.L.K. JR WY"
1388,"05825","M.L.K. JR WY"
1389,"05815","M.L.K. JR WY"
1390,"05805","M.L.K. JR WY"
1391,"00800","58TH ST"
1392,"00800","59TH ST"
1393,"00800","60TH ST"
1394,"00800","61ST ST"
1395,"06029","ADELINE ST"
1396,"06007","ADELINE ST"
1397,"05939","ADELINE ST"
1398,"05925","ADELINE ST"
1399,"05821","ADELINE ST"
1400,"00870","59TH ST"
1401,"00850","STANFORD AV"
1402,"00854","STANFORD AV"
1403,"06015","GENOA ST"
1404,"00588","63RD ST"
1405,"06001","TELEGRAPH AV"
1406,"05700","CARBERRY AV"
1407,"05743","TELEGRAPH AV"
1408,"05801","RACINE ST"
1409,"06101","RACINE ST"
1410,"00560","63RD ST"
1411,"00544","60TH ST"
1412,"06315","TELEGRAPH AV"
1413,"06221","TELEGRAPH AV"
1414,"06121","TELEGRAPH AV"
1415,"00516","61ST ST"
1416,"06041","TELEGRAPH AV"
1417,"05979","TELEGRAPH AV"
1418,"05825","TELEGRAPH AV"
1419,"06129","CANNING ST"
1420,"00486","61ST ST"
1421,"05829","CANNING ST"
1422,"05973","CANNING ST"
1423,"05761","VICENTE ST"
1424,"05739","HERMAN ST"
1425,"05779","AYALA AV"
1426,"05821","AYALA AV"
1427,"05845","AYALA AV"
1428,"06669","CLAREMONT AV"
1429,"00615","MARTIN ST"
1430,"05745","AYALA AV"
1431,"00609","MARTIN ST"
1432,"00525","FOREST ST"
1433,"05619","MILES AV"
1434,"00490","PEDESTRIAN WY"
1435,"05705","CLAREMONT AV"
1436,"00356","62ND ST"
1437,"00380","62ND ST"
1438,"00388","60TH ST"
1439,"00370","60TH ST"
1440,"00362","60TH ST"
1441,"00436","60TH ST"
1442,"00416","60TH ST"
1443,"05825","HOWELL ST"
1444,"05919","HOWELL ST"
1445,"05991","HOWELL ST"
1446,"00448","61ST ST"
1447,"00430","61ST ST"
1448,"00438","61ST ST"
1449,"00408","61ST ST"
1450,"05767","AYALA AV"
1451,"05811","AYALA AV"
1452,"05833","AYALA AV"
1453,"05929","AYALA AV"
1454,"05909","AYALA AV"
1455,"00460","59TH ST"
1456,"00500","59TH ST"
1457,"00444","60TH ST"
1458,"00424","60TH ST"
1459,"00400","60TH ST"
1460,"00398","60TH ST"
1461,"00350","60TH ST"
1462,"00402","61ST ST"
1463,"00422","61ST ST"
1464,"00460","61ST ST"
1465,"00480","61ST ST"
1466,"00462","61ST ST"
1467,"00502","61ST ST"
1468,"00528","61ST ST"
1469,"00396","62ND ST"
1470,"00368","62ND ST"
1471,"00350","62ND ST"
1472,"00544","63RD ST"
1473,"06299","CANNING ST"
1474,"06209","CANNING ST"
1475,"06111","CANNING ST"
1476,"06073","CANNING ST"
1477,"06069","CANNING ST"
1478,"05965","CANNING ST"
1479,"05921","CANNING ST"
1480,"05917","CANNING ST"
1481,"05825","CANNING ST"
1482,"05749","HERMAN ST"
1483,"05729","HERMAN ST"
1484,"05741","VICENTE ST"
1485,"05989","HOWELL ST"
1486,"05831","TELEGRAPH AV"
1487,"05901","TELEGRAPH AV"
1488,"05623","MILES AV"
1489,"00430","61ST ST"
1490,"00418","61ST ST"
1491,"00567","58TH ST"
1492,"00555","58TH ST"
1493,"00515","58TH ST"
1494,"00557","58TH ST"
1495,"05820","RACINE ST"
1496,"05830","RACINE ST"
1497,"00563","59TH ST"
1498,"00539","59TH ST"
1499,"00509","59TH ST"
1500,"05940","RACINE ST"
1501,"05944","RACINE ST"
1502,"05986","RACINE ST"
1503,"05900","RACINE ST"
1504,"06020","RACINE ST"
1505,"00567","61ST ST"
1506,"00545","61ST ST"
1507,"00557","62ND ST"
1508,"06316","RACINE ST"
1509,"06226","RACINE ST"
1510,"06216","RACINE ST"
1511,"06124","RACINE ST"
1512,"06120","RACINE ST"
1513,"06024","RACINE ST"
1514,"00533","63RD ST"
1515,"00525","62ND ST"
1516,"06300","TELEGRAPH AV"
1517,"00505","63RD ST"
1518,"05970","TELEGRAPH AV"
1519,"06022","TELEGRAPH AV"
1520,"05928","TELEGRAPH AV"
1521,"05935","TELEGRAPH AV"
1522,"05902","TELEGRAPH AV"
1523,"05810","TELEGRAPH AV"
1524,"05730","TELEGRAPH AV"
1525,"00495","58TH ST"
1526,"06100","TELEGRAPH AV"
1527,"06200","TELEGRAPH AV"
1528,"06230","TELEGRAPH AV"
1529,"00499","63RD ST"
1530,"00489","63RD ST"
1531,"00499","62ND ST"
1532,"00285","60TH ST"
1533,"00489","MCAULEY ST"
1534,"00493","59TH ST"
1535,"00471","59TH ST"
1536,"00461","MCAULEY ST"
1537,"00485","58TH ST"
1538,"00461","58TH ST"
1539,"00568","MARTIN ST"
1540,"05554","CLAREMONT AV"
1541,"05558","CLAREMONT AV"
1542,"00570","FOREST ST"
1543,"00496","FOREST ST"
1544,"00490","FOREST ST"
1545,"00502","FOREST ST"
1546,"00510","FOREST ST"
1547,"00550","FOREST ST"
1548,"05625","OAKGROVE AV"
1549,"05655","OAKGROVE AV"
1550,"05840","CHABOT RD"
1551,"05816","CHABOT RD"
1552,"05766","CLAREMONT AV"
1553,"05760","CLAREMONT AV"
1554,"05740","CLAREMONT AV"
1555,"05700","CLAREMONT AV"
1556,"00484","PEDESTRIAN WY"
1557,"05912","CLAREMONT AV"
1558,"05964","CLAREMONT AV"
1559,"05999","CLAREMONT AV"
1560,"06012","CLAREMONT AV"
1561,"05900","CLAREMONT AV"
1562,"00349","62ND ST"
1563,"06120","HILLEGASS AV"
1564,"06090","HILLEGASS AV"
1565,"06020","HILLEGASS AV"
1566,"00341","62ND ST"
1567,"00365","61ST ST"
1568,"00383","61ST ST"
1569,"00399","61ST ST"
1570,"06200","COLBY ST"
1571,"06144","COLBY ST"
1572,"06116","COLBY ST"
1573,"06100","COLBY ST"
1574,"06030","COLBY ST"
1575,"06018","COLBY ST"
1576,"06000","COLBY ST"
1577,"05924","COLBY ST"
1578,"05914","COLBY ST"
1579,"05849","COLBY ST"
1580,"05838","COLBY ST"
1581,"05830","COLBY ST"
1582,"05818","COLBY ST"
1583,"00437","MCAULEY ST"
1584,"00400","MCAULEY ST"
1585,"00431","MCAULEY ST"
1586,"05809","HOWELL ST"
1587,"00451","59TH ST"
1588,"00451","MCAULEY ST"
1589,"00451","60TH ST"
1590,"00423","61ST ST"
1591,"00447","62ND ST"
1592,"00433","62ND ST"
1593,"00401","62ND ST"
1594,"00417","62ND ST"
1595,"00415","63RD ST"
1596,"00427","63RD ST"
1597,"00453","63RD ST"
1598,"00477","63RD ST"
1599,"05800","CHABOT RD"
1600,"00499","58TH ST"
1601,"00471","58TH ST"
1602,"00441","58TH ST"
1603,"00592","MARTIN ST"
1604,"00580","MARTIN ST"
1605,"00445","59TH ST"
1606,"00459","59TH ST"
1607,"00483","59TH ST"
1608,"00499","59TH ST"
1609,"00523","59TH ST"
1610,"00573","59TH ST"
1611,"00495","60TH ST"
1612,"00465","60TH ST"
1613,"00459","60TH ST"
1614,"00445","60TH ST"
1615,"00355","61ST ST"
1616,"00379","61ST ST"
1617,"00397","61ST ST"
1618,"00415","61ST ST"
1619,"00561","61ST ST"
1620,"00541","61ST ST"
1621,"00563","62ND ST"
1622,"00533","62ND ST"
1623,"00517","62ND ST"
1624,"00501","62ND ST"
1625,"00461","62ND ST"
1626,"00459","62ND ST"
1627,"00441","62ND ST"
1628,"00427","62ND ST"
1629,"00403","63RD ST"
1630,"00441","63RD ST"
1631,"00461","63RD ST"
1632,"00517","63RD ST"
1633,"00499","MCAULEY ST"
1634,"00471","MCAULEY ST"
1635,"00459","MCAULEY ST"
1636,"00443","MCAULEY ST"
1637,"00414","MCAULEY ST"
1638,"06016","HILLEGASS AV"
1639,"06142","HILLEGASS AV"
1640,"00578","FOREST ST"
1641,"05611","OAKGROVE AV"
1642,"05641","OAKGROVE AV"
1643,"05667","OAKGROVE AV"
1644,"05940","HOWELL ST"
1645,"00750","CASTRO ST"
1646,"00680","8TH ST"
1647,"00543","58TH ST"
1648,"00430","E. 10TH ST"
1649,"06051","COLLEGE AV"
1650,"06019","COLLEGE AV"
1651,"06001","COLLEGE AV"
1652,"05915","COLLEGE AV"
1653,"06001","HARWOOD AV"
1654,"05960","IVANHOE RD"
1655,"05899","COLLEGE AV"
1656,"05815","COLLEGE AV"
1657,"05729","COLLEGE AV"
1658,"05701","COLLEGE AV"
1659,"05681","OAK GROVE AV"
1660,"05715","OAK GROVE AV"
1661,"05700","MILES AV"
1662,"05750","MILES AV"
1663,"05776","MILES AV"
1664,"05784","MILES AV"
1665,"05800","MILES AV"
1666,"05840","MILES AV"
1667,"05880","MILES AV"
1668,"05839","PRESLEY WY"
1669,"05807","PRESLEY WY"
1670,"05944","MILES AV"
1671,"05900","MILES AV"
1672,"06380","MILES AV"
1673,"05829","IVANHOE RD"
1674,"05809","IVANHOE RD"
1675,"05817","ROSS ST"
1676,"05732","ROSS ST"
1677,"05900","MILES AV"
1678,"06400","MILES AV"
1679,"05851","CHABOT CT"
1680,"00000","MILES AV"
1681,"05815","PATTON ST"
1682,"00000","MILES AV"
1683,"05700","BROADWAY"
1684,"05710","BROADWAY"
1685,"06177","MARGARIDO DR"
1686,"00000","BROADWAY"
1687,"06024","ROCK RIDGE BLVD"
1688,"06058","ROCK RIDGE BLVD"
1689,"05799","BROADWAY"
1690,"05901","BROADWAY"
1691,"05945","BROADWAY"
1692,"05666","OCEAN VIEW DR"
1693,"05646","OCEAN VIEW DR"
1694,"05625","COLLEGE AV"
1695,"05645","COLLEGE AV"
1696,"05691","COLLEGE AV"
1697,"05695","OAKGROVE AV"
1698,"05731","OAKGROVE AV"
1699,"00010","HEGENBERGER CT"
1700,"05656","OCEAN VIEW DR"
1701,"05801","MENDOCINO AV"
1702,"05063","CHABOT CT"
1703,"05821","PRESLEY WY"
1704,"05739","PRESLEY WY"
1705,"06508","MILES AV"
1706,"00000","BROADWAY"
1707,"00000","BROADWAY"
1708,"00000","BROADWAY"
1709,"06066","ROCK RIDGE BLVD"
1710,"06090","ROCK RIDGE BLVD"
1711,"06003","AUBURN AV"
1712,"06080","CLAREMONT AV"
1713,"06076","CLAREMONT AV"
1714,"06050","CLAREMONT AV"
1715,"06030","CLAREMONT AV"
1716,"06040","COLLEGE AV"
1717,"06008","COLLEGE AV"
1718,"05930","COLLEGE AV"
1719,"05900","COLLEGE AV"
1720,"06005","HARWOOD AV"
1721,"06035","HARWOOD AV"
1722,"06055","HARWOOD AV"
1723,"06127","HARWOOD AV"
1724,"00000","ARMANINO CT."
1725,"06280","CHABOT RD"
1726,"06270","CHABOT RD"
1727,"06226","CHABOT RD"
1728,"06220","CHABOT RD"
1729,"06214","CHABOT RD"
1730,"06166","CHABOT RD"
1731,"06144","CHABOT RD"
1732,"06124","CHABOT RD"
1733,"06072","CHABOT RD"
1734,"06040","CHABOT RD"
1735,"06030","CHABOT RD"
1736,"06000","CHABOT RD"
1737,"05830","COLLEGE AV"
1738,"05864","CHABOT RD"
1739,"05900","CHABOT RD"
1740,"05916","CHABOT RD"
1741,"05940","CHABOT RD"
1742,"05960","CHABOT RD"
1743,"05670","MILES AV"
1744,"05700","COLLEGE AV"
1745,"05710","COLLEGE AV"
1746,"05804","COLLEGE AV"
1747,"05827","BIRCH CT"
1748,"05851","BIRCH CT"
1749,"05867","BIRCH CT"
1750,"05716","PRESLEY WY"
1751,"06350","CHABOT RD"
1752,"06300","CHABOT RD"
1753,"06400","CHABOT RD"
1754,"05840","ROSS ST"
1755,"05800","ROSS ST"
1756,"05822","IVANHOE RD"
1757,"05732","IVANHOE RD"
1758,"06441","MILES AV"
1759,"05840","CLOVER DR"
1760,"05800","CLOVER DR"
1761,"05726","CLOVER DR"
1762,"06040","BROADWAY"
1763,"06008","BROADWAY"
1764,"06000","BROADWAY"
1765,"05934","BROADWAY"
1766,"05910","BROADWAY"
1767,"05850","BROADWAY"
1768,"05844","BROADWAY"
1769,"05830","BROADWAY"
1770,"05820","BROADWAY"
1771,"05802","BROADWAY"
1772,"05776","BROADWAY"
1773,"05766","BROADWAY"
1774,"06040","LAWTON AV"
1775,"06062","LAWTON AV"
1776," "," "
1777," "," "
1778," "," "
1779," "," "
1780," "," "
1781," "," "
1782," "," "
1882,"06121","MARGARIDO DR"
1883,"06032","OCEAN VIEW DR"
1884,"06080","OCEAN VIEW DR"
1885,"06117","OCEAN VIEW DR"
1886,"06131","OCEAN VIEW DR"
1887,"06139","OCEAN VIEW DR"
1888,"06156","OCEAN VIEW DR"
1889,"00000","ROCK RIDGE PL"
1890,"06121","ROCK RIDGE BLVD SO"
1891,"06141","ROCK RIDGE BLVD SO"
1892,"06038","ACACIA AV"
1893,"05922","ACACIA AV"
1894,"06104","ACACIA AV"
1895,"05858","MARGARIDO DR"
1896,"05900","MARGARIDO DR"
1897,"05882","MARGARIDO DR"
1898,"05918","MARGARIDO DR"
1899,"05860","MARGARIDO DR"
1900,"06150","ROCK RIDGE BLVD SO"
1901,"00000","BROADWAY"
1902,"06181","OCEAN VIEW DR"
1903,"06100","MARGARIDO DR"
1904,"06039","OCEAN VIEW DR"
1905,"06095","OCEAN VIEW DR"
1906,"06110","OCEAN VIEW DR"
1907,"06122","OCEAN VIEW DR"
1908,"06144","OCEAN VIEW DR"
1909,"06146","OCEAN VIEW DR"
1910,"06170","OCEAN VIEW DR"
1911,"06198","OCEAN VIEW DR"
1912,"07360","CHABOT RD"
1913,"00593","MOUNTAIN BLVD"
1914,"00551","MOUNTAIN BLVD"
1915,"00584","MOUNTAIN BLVD"
1916,"00535","MOUNTAIN BLVD"
1917,"00525","MOUNTAIN BLVD"
1918,"00475","MOUNTAIN BLVD"
1919,"00425","MOUNTAIN BLVD"
1920,"00406","MOUNTAIN BLVD"
1921,"00445","MOUNTAIN BLVD"
1922,"00455","MOUNTAIN BLVD"
1923,"18001","BROADWAY TER"
1924,"17074","BROADWAY TER"
1925,"06385","SWAINLAND RD"
1926,"07141","PINEHAVEN RD"
1927,"07120","PINEHAVEN RD"
1928,"07000","PINEHAVEN RD"
1929,"06481","FARALLON WY"
1930,"06522","FARALLON WY"
1931,"06502","PINE NEEDLE DR"
1932,"06676","PINE NEEDLE DR"
1933,"06654","PINE NEEDLE DR"
1934,"06125","FAIRLANE DR"
1935,"06351","SWAINLAND RD"
1936,"06367","SWAINLAND RD"
1937,"06255","FAIRLANE DR"
1938,"06411","SWAINLAND RD"
1939,"06416","SWAINLAND RD"
1940,"06500","SWAINLAND RD"
1941,"06594","SWAINLAND RD"
1942,"06539","PINE NEEDLE DR"
1943,"06663","PINE NEEDLE DR"
1944,"07095","PINEHAVEN RD"
1945,"06552","PINE NEEDLE DR"
1946,"06551","PINE NEEDLE DR"
1947,"06100","FAIRLANE DR"
1948,"06154","FAIRLANE DR"
1949,"06150","PINEWOOD RD"
1950,"06370","SWAINLAND RD"
1951,"06391","FAIRLANE DR"
1952,"06361","FAIRLANE DR"
1953,"06333","FAIRLANE DR"
1954,"06301","FAIRLANE DR"
1955,"06230","FAIRLANE DR"
1956,"06465","SWAINLAND RD"
1957,"06555","SWAINLAND RD"
1958,"06345","SWAINLAND RD"
1959,"06094","FAIRLANE DR"
1960,"07035","PINEHAVEN RD"
1961,"06686","PINE NEEDLE DR"
1962,"06808","BALSAM WY"
1963,"00025","OBSERVATION PL"
1964,"00001","OBSERVATION PL"
1965,"06601","PINEHAVEN RD"
1966,"06701","PINEHAVEN RD"
1967,"06535","PINEHAVEN RD"
1968,"06503","VALLEY VIEW RD"
1969,"06725","PINEHAVEN RD"
1970,"06844","PINEHAVEN RD"
1971,"07029","BALSAM WY"
1972,"06960","BALSAM WY"
1973,"07180","THORNDALE DR"
1974,"06875","THE TURN"
1975,"06859","THE TURN"
1976,"06876","PINEHAVEN RD"
1977,"06940","PINEHAVEN RD"
1978,"06727","PINEHAVEN RD"
1979,"06565","VALLEY VIEW RD"
1980,"06514","VALLEY VIEW RD"
1981,"06475","VALLEY VIEW RD"
1982,"06645","HEATHER RIDGE WY"
1983,"06601","HEATHER RIDGE WY"
1984,"06576","HEATHER RIDGE"
1985,"06608","HEATHER RIDGE"
1986,"06656","HEATHER RIDGE"
1987,"06598","VALLEY VIEW RD"
1988,"06980","PINEHAVEN RD"
1989,"06945","PINEHAVEN RD"
1990,"06915","PINEHAVEN RD"
1991,"06536","VALLEY VIEW RD"
1992,"06622","PINE NEEDLE DR"
1993,"06818","BALSAM WY"
1994,"06891","PINEHAVEN RD"
1995,"06768","PINEHAVEN RD"
1996,"07036","BALSAM WY"
1997,"06951","BALSAM WY"
1998,"06921","BALSAM WY"
1999,"07101","THORNDALE DR"
2000,"06905","PINEHAVEN RD"
2001,"06742","PINEHAVEN RD"
2002,"07130","THORNDALE DR"
2003,"00000","DIABLO DR"
2004,"07015","ELVERTON DR"
2005,"06947","ELVERTON DR"
2006,"07001","SKYLINE BLVD"
2007,"06850","ELVERTON DR"
2008,"07075","ELVERTON DR"
2009,"07010","ELVERTON DR"
2010,"06920","ELVERTON DR"
2011,"06830","ELVERTON DR"
2012,"01201","STANFORD AV"
2013,"01235","STANFORD AV"
2014,"01151","59TH ST"
2015,"01201","59TH ST"
2016,"01215","59TH ST"
2017,"01211","STANFORD AV"
2018,"05581","FREMONT ST"
2019,"05933","MARSHALL ST"
2020,"05565","FREMONT ST"
2021,"05907","MARSHALL ST"
2022,"01248","POWELL ST"
2023,"01202","59TH ST"
2024,"05915","FREMONT ST"
2025,"05937","FREMONT ST"
2026,"05849","FREMONT ST"
2027,"05815","FREMONT ST"
2028,"01202","POWELL ST"
2029,"01210","POWELL ST"
2030,"05801","FREMONT ST"
2031,"05901","FREMONT ST"
2032,"05859","FREMONT ST"
2033,"05749","LOS ANGELES ST"
2034,"01164","POWELL ST"
2035,"05649","LOS ANGELES ST"
2036,"01051","55TH ST"
2037,"00900","ARLINGTON AV"
2038,"05651","MARKET ST"
2039,"00939","ARLINGTON AV"
2040,"00924","ARLINGTON AV"
2041,"05671","MARKET ST"
2042,"05655","ADELINE ST"
2043,"05300","ADELINE ST"
2044,"00924","55TH ST"
2045,"00914","55TH ST"
2046,"05609","MARKET ST"
2047,"05625","MARKET ST"
2048,"00951","54TH ST"
2049,"01050","57TH ST"
2050,"00950","57TH ST"
2051,"05771","LOS ANGELES ST"
2052,"00900","STANFORD AV"
2053,"00990","59TH ST"
2054,"01002","59TH ST"
2055,"01020","59TH ST"
2056,"05921","IDAHO ST"
2057,"01036","59TH ST"
2058,"01000","STANFORD AV"
2059,"01018","STANFORD AV"
2060,"01038","STANFORD AV"
2061,"01060","STANFORD AV"
2062,"01062","59TH ST"
2063,"05929","HERZOG ST"
2064,"01090","59TH ST"
2065,"01098","STANFORD AV"
2066,"01080","STANFORD AV"
2067,"05401","SAN PABLO AV"
2068,"05433","SAN PABLO AV"
2069,"01100","55TH ST"
2070,"05501","SAN PABLO AV"
2071,"05517","SAN PABLO AV"
2072,"05613","SAN PABLO AV"
2073,"05641","SAN PABLO AV"
2074,"05669","SAN PABLO AV"
2075,"01120","54TH ST"
2076,"01210","55TH ST"
2077,"01150","55TH ST"
2078,"05521","MARSHALL ST"
2079,"05553","MARSHALL ST"
2080,"05533","FREMONT ST"
2081,"05581","MARSHALL ST"
2082,"05681","SAN PABLO AV"
2083,"05701","SAN PABLO AV"
2084,"05721","SAN PABLO AV"
2085,"01120","STANFORD AV"
2086,"01100","STANFORD AV"
2087,"05815","25TH ST"
2088,"05837","SAN PABLO AV"
2089,"05849","SAN PABLO AV"
2090,"05877","SAN PABLO AV"
2091,"05895","SAN PABLO AV"
2092,"05815","MARSHALL ST"
2093,"05857","MARSHALL ST"
2094,"05879","MARSHALL ST"
2095,"05901","SAN PABLO AV"
2096,"05901","SAN PABLO AV"
2097,"05801","SAN PABLO AV"
2098,"05931","IDAHO ST"
2099,"05905","IDAHO ST"
2100,"05909","HERZOG ST"
2101,"05941","HERZOG ST"
2102,"05547","FREMONT ST"
2103,"05505","FREMONT ST"
2104,"05503","MARSHALL ST"
2105,"05533","MARSHALL ST"
2106,"05565","MARSHALL ST"
2107,"05801","MARSHALL ST"
2108,"05831","MARSHALL ST"
2109,"00980","STANFORD AV"
2110,"01084","59TH ST"
2111,"01070","59TH ST"
2112,"01044","59TH ST"
2113,"01030","59TH ST"
2114,"01024","59TH ST"
2115,"01012","59TH ST"
2116,"05431","LOWELL ST"
2117,"05421","LOWELL ST"
2118,"05321","LOWELL ST"
2119,"05303","LOWELL ST"
2120,"05501","ADELINE ST"
2121,"01040","57TH ST"
2122,"01036","57TH ST"
2123,"01022","57TH ST"
2124,"01012","57TH ST"
2125,"01000","57TH ST"
2126,"00994","57TH ST"
2127,"00984","57TH ST"
2128,"00968","57TH ST"
2129,"00944","57TH ST"
2130,"00932","57TH ST"
2131,"00904","57TH ST"
2132,"00916","57TH ST"
2133,"01136","55TH ST"
2134,"01170","55TH ST"
2135,"01200","55TH ST"
2136,"01132","54TH ST"
2137,"01104","54TH ST"
2138,"05305","GASKILL ST"
2139,"05651","LOS ANGELES ST"
2140,"05671","LOS ANGELES ST"
2141,"05709","LOS ANGELES ST"
2142,"05759","LOS ANGELES ST"
2143,"00960","GRACE ST"
2144,"00966","GRACE ST"
2145,"00976","GRACE ST"
2146,"00930","GRACE ST"
2147,"00923","58TH ST"
2148,"05682","MARKET ST"
2149,"05808","OCCIDENTAL ST"
2150,"05810","LOWELL ST"
2151,"05764","LOWELL ST"
2152,"05748","LOWELL ST"
2153,"05690","LOWELL ST"
2154,"00938","57TH ST"
2155,"05648","LOWELL ST"
2156,"05626","LOWELL ST"
2157,"00923","AILEEN ST"
2158,"00913","AILEEN ST"
2159,"00941","56TH ST"
2160,"05510","LOWELL ST"
2161,"05500","LOWELL ST"
2162,"05400","ADELINE ST"
2163,"05406","ADELINE ST"
2164,"05410","ADELINE ST"
2165,"05500","ADELINE ST"
2166,"05512","ADELINE ST"
2167,"05534","ADELINE ST"
2168,"00939","54TH ST"
2169,"00925","54TH ST"
2170,"05626","ADELINE ST"
2171,"05612","ADELINE ST"
2172,"05600","ADELINE ST"
2173,"00901","56TH ST"
2174,"00965","54TH ST"
2175,"00991","54TH ST"
2176,"01019","54TH ST"
2177,"01039","54TH ST"
2178,"00969","55TH ST"
2179,"00993","55TH ST"
2180,"01025","55TH ST"
2181,"01037","55TH ST"
2182,"01049","54TH ST"
2183,"05510","GASKILL ST"
2184,"01033","56TH ST"
2185,"01009","56TH ST"
2186,"00979","56TH ST"
2187,"00965","56TH ST"
2188,"00951","56TH ST"
2189,"01049","AILEEN ST"
2190,"01029","AILEEN ST"
2191,"01017","AILEEN ST"
