"OBJECTID","STNO","STREET_NAM"
20331,"03530","BROOKDALE AV"
20332,"03516","BROOKDALE AV"
20333,"03602","BROOKDALE AV"
20334,"03620","BROOKDALE AV"
20335,"03700","BROOKDALE AV"
20336,"03724","BROOKDALE AV"
20337,"03782","BROOKDALE AV"
20338," "," "
20339," "," "
20340," "," "
20341,"03802","BROOKDALE AV"
20342,"03908","BROOKDALE AV"
20343,"03932","BROOKDALE AV"
20344,"04000","BROOKDALE AV"
20345,"02442","RANSOM ST"
20346,"02346","RANSOM ST"
20347,"03730","LYON AV"
20348,"03700","LYON AV"
20349,"03644","LYON AV"
20350,"03626","LYON AV"
20351,"03606","LYON AV"
20352,"03716","NEVIL ST"
20353,"03624","NEVIL ST"
20354,"03762","BROOKDALE AV"
20355,"03828","BROOKDALE AV"
20356,"03828","NEVIL ST"
20357,"02598","38TH AV"
20358,"02562","38TH AV"
20359,"02550","38TH AV"
20360,"02540","38TH AV"
20361,"02514","38TH AV"
20362,"02500","38TH AV"
20363,"02426","38TH AV"
20364,"02408","38TH AV"
20365,"02545","HARRINGTON AV"
20366,"02527","HARRINGTON AV"
20367,"02645","39TH AV"
20368,"02715","ABBEY ST"
20369,"02633","ABBEY ST"
20370,"03465","BROOKDALE AV"
20371,"03469","BROOKDALE AV"
20372,"02623","39TH AV"
20373,"03915","WALNUT ST"
20374,"04059","ALLENDALE AV"
20375,"02665","38TH AV"
20376,"02655","38TH AV"
20377,"02633","38TH AV"
20378,"02619","38TH AV"
20379,"02827","ABBEY ST"
20380,"02819","SHORT ST"
20381,"02919","SHORT ST"
20382,"02915","VIOLA ST"
20383,"02825","VIOLA ST"
20384,"03631","PENNIMAN AV"
20385,"03695","PENNIMAN AV"
20386,"03729","PENNIMAN AV"
20387,"02887","38TH AV"
20388,"02869","38TH AV"
20389,"02857","38TH AV"
20390,"02805","38TH AV"
20391,"02821","38TH AV"
20392,"02885","38TH AV"
20393,"03925","ANGELO AV"
20394,"03827","PENNIMAN AV"
20395,"04001","PENNIMAN AV"
20396,"04031","PENNIMAN AV"
20397,"04149","PENNIMAN AV"
20398,"03805","ANGELO AV"
20399,"02951","HIGH ST"
20400,"02827","EASTMAN AV"
20401,"02921","EASTMAN AV"
20402,"03029","EASTMAN AV"
20403,"03125","EASTMAN AV"
20404,"03274","LIESE AV"
20405,"04181","ANGELO AV"
20406,"04011","ANGELO AV"
20407,"03007","38TH AV"
20408,"03033","38TH AV"
20409,"03116","38TH AV"
20410,"03234","LIESE AV"
20411,"03101","38TH AV"
20412,"04001","SUTER ST"
20413,"03813","SUTER ST"
20414,"03775","SUTER ST"
20415,"03755","SUTER ST"
20416,"03229","38TH AV"
20417,"03201","38TH AV"
20418,"03221","38TH AV"
20419,"04001","FULLINGTON ST"
20420,"03321","OVER ST"
20421,"03327","38TH AV"
20422,"03329","39TH AV"
20423,"03415","38TH AV"
20424,"02503","HARRINGTON AV"
20425,"04201","WALNUT ST"
20426,"02683","39TH AV"
20427,"02807","EASTMAN AV"
20428,"02901","EASTMAN AV"
20429,"02939","EASTMAN AV"
20430,"02937","VIOLA ST"
20431,"02937","SHORT ST"
20432,"02801","SHORT ST"
20433,"02835","SHORT ST"
20434,"02807","ABBEY ST"
20435,"02849","ABBEY ST"
20436,"02939","ABBEY ST"
20437,"03763","PENNIMAN AV"
20438,"03805","PENNIMAN AV"
20439,"03925","PENNIMAN AV"
20440,"03781","ANGELO AV"
20441,"03831","SUTER ST"
20442,"04011","PENNIMAN AV"
20443,"04181","PENNIMAN AV"
20444,"03007","EASTMAN AV"
20445,"03045","EASTMAN AV"
20446,"03131","EASTMAN AV"
20447,"03301","OVER ST"
20448,"03307","39TH AV"
20449,"03314","STORER AV"
20450,"04276","MACARTHUR BLVD"
20451,"04275","MACARTHUR BLVD"
20452,"03472","39TH AV"
20453,"03434","HIGH ST"
20454,"02159","HIGH ST"
20455,"02147","HIGH ST"
20456,"02115","HIGH ST"
20457,"03139","HIGH ST"
20458,"03133","HIGH ST"
20459,"03105","HIGH ST"
20460,"04001","QUIGLEY ST"
20461,"04025","QUIGLEY ST"
20462,"03490","MAYBELLE AV"
20463,"04177","MASTERSON ST"
20464,"04301","MACARTHUR BLVD"
20465,"03765","SIESTA WY"
20466,"03599","HIGH ST"
20467,"04535","MERRILL AV"
20468,"04451","TULIP AV"
20469,"04435","PAMPAS AV"
20470,"04401","PAMPAS AV"
20471,"04616","REDDING ST"
20472,"04619","MELDON AV"
20473,"04411","CAMDEN ST"
20474,"04511","CAMDEN ST"
20475,"03405","STORER AV"
20476,"04301","VIRGINIA AV"
20477,"03099","HIGH ST"
20478,"03301","COURTLAND AV"
20479,"00000","ALLEY"
20480,"03323","VALE AV"
20481,"04055","FULLINGTON ST"
20482,"04151","FULLINGTON ST"
20483,"04245","QUIGLEY PL"
20484,"04301","REDDING ST"
20485,"04401","MACARTHUR BLVD"
20486,"00000","MACARTHUR BLVD"
20487,"00000","MACARTHUR BLVD"
20488,"00000","MACARTHUR BLVD"
20489,"04453","REDDING ST"
20490,"04535","REDDING ST"
20491,"00015","REDDING PL"
20492,"04621","REDDING ST"
20493,"03233","STORER AV"
20494,"03409","STORER AV"
20495,"04435","CAMDEN ST"
20496,"03337","VALE AV"
20497,"03311","VALE AV"
20498,"04027","FULLINGTON ST"
20499,"00000","MACARTHUR OFF RAMP"
20500,"00000","MACARTHUR OFF RAMP"
20501,"00000","MACARTHUR OFF RAMP"
20502,"04011","QUIGLEY ST"
20503,"04105","MACARTHUR BLVD"
20504,"04125","MACARTHUR BLVD"
20505,"04155","MACARTHUR BLVD"
20506,"04203","MACARTHUR BLVD"
20507,"04231","MACARTHUR BLVD"
20508,"04251","MACARTHUR BLVD"
20509,"03499","HIGH ST"
20510,"04303","PAMPAS AV"
20511,"04315","PAMPAS AV"
20512,"04423","PAMPAS AV"
20513,"04407","TULIP AV"
20514,"04415","TULIP AV"
20515,"04463","TULIP AV"
20516,"04511","TULIP AV"
20517,"03601","GREEN ACRE RD"
20518,"04556","MERRILL AV"
20519,"04509","MERRILL AV"
20520,"03454","39TH AV"
20521,"04108","REDDING ST"
20522,"04152","REDDING ST"
20523,"04226","REDDING ST"
20524,"04040","QUIGLEY ST"
20525,"03481","MAYBELLE AV"
20526,"03550","MAYBELLE AV"
20527,"04116","MACARTHUR BLVD"
20528,"04142","MACARTHUR BLVD"
20529,"04166","MACARTHUR BLVD"
20530,"04130","MASTERSON ST"
20531,"04278","MACARTHUR BLVD"
20532,"04246","MASTERSON ST"
20533,"03670","MAYBELLE AV"
20534,"04240","REDDING ST"
20535,"05539","BROADWAY"
20536,"03600","HIGH ST"
20537,"03616","HIGH ST"
20538,"03620","HIGH ST"
20539,"04400","MASTERSON ST"
20540,"04410","MACARTHUR BLVD"
20541,"04400","MACARTHUR BLVD"
20542,"04320","MACARTHUR BLVD"
20543,"04411","MACARTHUR BLVD"
20544,"04412","MACARTHUR BLVD"
20545,"04442","MACARTHUR BLVD"
20546,"04464","MACARTHUR BLVD"
20547,"04474","MACARTHUR BLVD"
20548,"04510","MACARTHUR BLVD"
20549,"04550","MACARTHUR BLVD"
20550,"04602","MACARTHUR BLVD"
20551,"04720","MACARTHUR BLVD"
20552,"04618","MACARTHUR BLVD"
20553,"03650","GREEN ACRE RD"
20554,"03674","GREEN ACRE RD"
20555,"04490","MACARTHUR BLVD"
20556,"03670","MADRONE AV"
20557,"03698","MADRONE AV"
20558,"03724","MADRONE AV"
20559,"04450","MASTERSON ST"
20560,"03670","LILY ST"
20561,"03702","LILY ST"
20562,"04484","TULIP AV"
20563,"04418","MASTERSON ST"
20564,"04330","KANSAS ST"
20565,"04601","REDDING ST"
20566,"03442","BIRDSALL AV"
20567,"04518","REDDING ST"
20568,"04500","REDDING ST"
20569,"04646","MELDON AV"
20570,"03336","COURTLAND AV"
20571,"04408","REDDING ST"
20572,"03152","COURTLAND AV"
20573,"04320","VIRGINIA AV"
20574,"03100","HIGH ST"
20575,"03114","HIGH ST"
20576,"03130","HIGH ST"
20577,"03150","HIGH ST"
20578,"03170","HIGH ST"
20579,"03206","HIGH ST"
20580,"03300","HIGH ST"
20581,"03400","HIGH ST"
20582,"03410","HIGH ST"
20583,"03430","HIGH ST"
20584,"03300","COURTLAND AV"
20585,"04126","CULVER ST"
20586,"04168","CULVER ST"
20587,"04200","SUTER ST"
20588,"04228","SUTER ST"
20589,"04260","SUTER ST"
20590,"03316","MAYBELLE AV"
20591,"04065","SUTER ST"
20592,"04298","PORTER ST"
20593,"04226","PORTER ST"
20594,"03400","MAYBELLE AV"
20595,"04106","PORTER ST"
20596,"03449","HIGH ST"
20597,"04348","REDDING ST"
20598,"04400","REDDING ST"
20599,"03460","BIRDSALL AV"
20600,"04710","MELDON AV"
20601,"03346","COURTLAND AV"
20602,"03310","COURTLAND AV"
20603,"03236","COURTLAND AV"
20604,"03210","COURTLAND AV"
20605,"04178","CULVER ST"
20606,"04272","SUTER ST"
20607,"04244","SUTER ST"
20608,"04216","SUTER ST"
20609,"04256","PORTER ST"
20610,"04212","PORTER ST"
20611,"04136","PORTER ST"
20612,"03342","MAYBELLE AV"
20613,"00000","MACARTHUR OFF RAMP"
20614,"00000","MACARTHUR OFF RAMP"
20615,"00000","MACARTHUR OFF RAMP"
20616,"04206","REDDING ST"
20617,"04170","REDDING ST"
20618,"04126","REDDING ST"
20619,"04022","REDDING ST"
20620,"04216","MACARTHUR BLVD"
20621,"04248","MACARTHUR BLVD"
20622,"04162","MASTERSON ST"
20623,"04220","MASTERSON ST"
20624,"04258","MASTERSON ST"
20625,"04314","MASTERSON ST"
20626,"04322","MASTERSON ST"
20627,"04430","MASTERSON ST"
20628,"04472","MASTERSON ST"
20629,"03524","MAYBELLE AV"
20630,"03620","MAYBELLE AV"
20631,"03850","MAYBELLE AV"
20632,"03692","MAYBELLE AV"
20633,"03773","SIESTA WY"
20634,"03778","MADRONE AV"
20635,"03660","MADRONE AV"
20636,"03654","LILY ST"
20637,"03682","LILY ST"
20638,"03722","LILY ST"
20639,"03718","GREEN ACRE RD"
20640,"03708","GREEN ACRE RD"
20641,"03662","GREEN ACRE RD"
20642,"04770","TOMPKINS AV"
20643,"04917","DAVENPORT AV"
20644,"00000","CALAVERAS AV"
20645,"00000","CALAVERAS AV"
20646,"04861","REINHARDT DR"
20647,"04795","DAVENPORT AV"
20648,"04751","DAVENPORT AV"
20649,"04709","DAVENPORT AV"
20650,"04701","DAVENPORT AV"
20651,"04809","REINHARDT DR"
20652,"04209","KNOLL AV"
20653,"04245","KNOLL AV"
20654,"04259","KNOLL AV"
20655,"04551","REINHARDT DR"
20656,"04675","REINHARDT DR"
20657,"04701","REINHARDT DR"
20658,"04757","REINHARDT DR"
20659,"04636","KAPHAN AV"
20660,"04621","FAIR AV"
20661,"04601","TOMPKINS AV"
20662,"03867","BUELL ST"
20663,"04531","TOMPKINS AV"
20664,"04441","HYACINTH AV"
20665,"04494","HYACINTH AV"
20666,"04429","WORDEN WY"
20667,"05223","YGNACIO  AV"
20668,"04349","HYACINTH AV"
20669,"03937","HUNTINGTON ST"
20670,"03875","HUNTINGTON ST"
20671,"04383","ALBERT ST"
20672,"04395","ALBERT ST"
20673,"04427","ALBERT ST"
20674,"04507","PAMPAS AV"
20675,"04527","PAMPAS AV"
20676,"04525","STEELE ST"
20677,"04531","STEELE ST"
20678,"04601","STEELE ST"
20679,"03835","BUELL ST"
20680,"03989","BUELL ST"
20681,"04639","STEELE ST"
20682,"04721","TOMPKINS AV"
20683,"04801","TOMPKINS AV"
20684,"04749","TOMPKINS AV"
20685,"04841","FAIR AV"
20686,"04601","TULIP AV"
20687,"04619","TULIP AV"
20688,"04637","TULIP AV"
20689,"04509","TOMPKINS AV"
20690,"04555","TOMPKINS AV"
20691,"04643","TOMPKINS AV"
20692,"04615","TOMPKINS AV"
20693,"04691","TOMPKINS AV"
20694,"04701","TOMPKINS AV"
20695,"04733","TOMPKINS AV"
20696,"04423","HYACINTH AV"
20697,"04445","WORDEN WY"
20698,"04405","WORDEN WY"
20699,"04349","HUNTINGTON ST"
20700,"03900","HUNTINGTON ST"
20701,"03863","HUNTINGTON ST"
20702,"04357","ALBERT ST"
20703,"04421","ALBERT ST"
20704,"04441","ALBERT ST"
20705,"04455","PAMPAS AV"
20706,"04357","STEELE ST"
20707,"04373","STEELE ST"
20708,"04329","STEELE ST"
20709,"04551","STEELE ST"
20710,"04621","STEELE ST"
20711,"03781","BUELL ST"
20712,"03809","BUELL ST"
20713,"03861","BUELL ST"
20714,"03749","ENOS AV"
20715,"03725","ENOS AV"
20716,"04543","TULIP AV"
20717,"04535","TULIP AV"
20718,"03701","DAISY ST"
20719,"04725","DAISY ST"
20720,"04803","DAISY ST"
20721,"00000","CALAVERAS AV"
20722,"05001","CALAVERAS AV"
20723,"00000","CALAVERAS AV"
20724,"05100","CALAVERAS AV"
20725,"00000","CALAVERAS AV"
20726,"00000","CALAVERAS AV"
20727,"04821","FAIR AV"
20728,"04791","FAIR AV"
20729,"04783","FAIR AV"
20730,"04677","FAIR AV"
20731,"04663","FAIR AV"
20732,"04651","FAIR AV"
20733,"04601","FAIR AV"
20734,"04601","KAPHAN AV"
20735,"04589","REINHARDT DR"
20736,"04615","REINHARDT DR"
20737,"04623","REINHARDT DR"
20738,"04639","REINHARDT DR"
20739,"04689","REINHARDT DR"
20740,"04731","REINHARDT DR"
20741,"04773","REINHARDT DR"
20742,"04875","REINHARDT DR"
20743,"04771","DAVENPORT AV"
20744,"04227","KNOLL AV"
20745,"04269","KNOLL AV"
20746,"04898","REINHARDT DR"
20747,"04750","KAPHAN AV"
20748,"03820","MADRONE AV"
20749,"04462","HYACINTH AV"
20750,"04482","HYACINTH AV"
20751,"03920","MADRONE AV"
20752,"03850","MADRONE AV"
20753,"03718","BUELL ST"
20754,"03852","ENOS AV"
20755,"03800","ENOS AV"
20756,"03920","ENOS AV"
20757,"03742","ENOS AV"
20758,"04569","MERRILL AV"
20759,"04842","DAISY ST"
20760,"04955","DAISY ST"
20761,"05017","DAISY ST"
20762,"03728","MCCLELLAND ST"
20763,"03750","MCCLELLAND ST"
20764,"04856","MACARTHUR BLVD"
20765,"04752","FAIR AV"
20766,"04718","FAIR AV"
20767,"04700","KAPHAN AV"
20768,"04765","KAPHAN AV"
20769,"04612","MATTIS CT"
20770,"04828","REINHARDT DR"
20771,"04814","DAVENPORT AV"
20772,"04680","DAVENPORT AV"
20773,"04616","DAVENPORT AV"
20774,"04532","DAVENPORT AV"
20775,"04688","CUNNINGHAM ST"
20776,"04748","CUNNINGHAM ST"
20777,"04738","CUNNINGHAM ST"
20778,"04735","WILKIE ST"
20779,"05001","DAISY ST"
20780,"05035","DAISY ST"
20781,"04917","DAISY ST"
20782,"05125","DAISY ST"
20783,"04900","DAISY ST"
20784,"00000","CALAVERAS AV"
20785,"04838","DAVENPORT AV"
20786,"04730","FAIR AV"
20787,"04702","FAIR AV"
20788,"04820","REINHARDT DR"
20789,"04600","MATTIS CT"
20790,"04684","FAIR AV"
20791,"04720","CUNNINGHAM ST"
20792,"04750","WILKIE ST"
20793,"04708","WILKIE ST"
20794,"04734","CUNNINGHAM ST"
20795,"03900","ENOS AV"
20796,"03836","ENOS AV"
20797," "," "
20798," "," "
20799," "," "
20800," "," "
20801," "," "
20802," "," "
20803," "," "
20804," "," "
20805," "," "
20806," "," "
20807," "," "
20808," "," "
20809," "," "
20810," "," "
20811," "," "
20812," "," "
20813," "," "
20814," "," "
20815," "," "
20816," "," "
20817," "," "
20818," "," "
20819," "," "
20820," "," "
20821," "," "
20822," "," "
20823," "," "
20824," "," "
20825," "," "
20826," "," "
20827," "," "
20828," "," "
20829,"04750","DAISY ST"
20830,"03734","MCLELLAND ST"
20831,"04810","DAISY ST"
20832,"04770","FAIR AV"
20833,"03746","BUELL ST"
20834,"03728","BUELL ST"
20835,"04862","CALAVERAS AV"
20836,"04856","MACARTHUR BLVD"
20837,"04844","MACARTHUR BLVD"
20838,"04810","MACARTHUR BLVD"
20839,"04800","MACARTHUR BLVD"
20840,"04634","DAVENPORT AV"
20841,"04660","DAVENPORT AV"
20842,"03916","ENOS AV"
20843,"04425","MOUNTAIN VIEW AV"
20844,"04340","MOUNTAIN VIEW AV"
20845,"04487","MOUNTAIN VIEW AV"
20846,"05250","LEONA ST"
20847,"05024","LEONA ST"
20848,"04850","MCDONELL AV"
20849,"05050","MCDONELL AV"
20850,"04191","BERMUDA AV"
20851,"04919","MOUNTAIN BLVD"
20852,"04945","MOUNTAIN BLVD"
20853,"05121","MOUNTAIN BLVD"
20854,"05265","MOUNTAIN BLVD"
20855,"00002","TWITTER CT"
20856,"05601","LEONA ST"
20857,"05401","LEONA ST"
20858,"05349","LEONA ST"
20859,"05149","LEONA ST"
20860,"05860","LEONA ST"
20861,"06007","RIDGEMONT DR"
20862,"06015","RIDGEMONT DR"
20863,"06043","RIDGEMONT DR"
20864,"00000","CALAVERAS AV"
20865,"00000","CALAVERAS AV"
20866,"05221","MOUNTAIN BLVD"
20867,"05005","MOUNTAIN BLVD"
20868,"04925","MOUNTAIN BLVD"
20869,"05162","MCDONELL AV"
20870,"04903","LEONA ST"
20871,"05230","LEONA ST"
20872,"05393","LEONA ST"
20873,"05550","LEONA ST"
20874,"05585","GRIFFIN ST"
20875,"04351","MOUNTAIN VIEW AV"
20876,"04301","MOUNTAIN VIEW AV"
20877,"04335","BERMUDA AV"
20878,"04746","MOUNTAIN BLVD"
20879,"04800","MOUNTAIN BLVD"
20880,"04900","MOUNTAIN BLVD"
20881,"04808","MCDONELL AV"
20882,"05181","MCDONELL AV"
20883,"00001","TWITTER CT"
20884,"05556","GRIFFIN ST"
20885,"05500","LEONA ST"
20886,"05201","LEONA ST"
20887,"06026","RIDGEMONT DR"
20888,"05410","MOUNTAIN BLVD"
20889,"05310","MOUNTAIN BLVD"
20890,"00000","CALAVERAS AV"
20891,"04752","MOUNTAIN BLVD"
20892,"04301","BERMUDA AV"
20893,"05100","MCDONELL AV"
20894,"04950","LEONA ST"
20895,"05125","LEONA ST"
20896,"05630","LEONA ST"
20897,"04425","MOUNTAIN VIEW AV"
20898,"04303","CHAMBERLIN CT"
20899,"04306","ST CLOUD CT"
20900,"04202","SKYPOINT CT"
20901,"00000","CAMPUS DR"
20902,"13373","CAMPUS DR"
20903,"13355","CAMPUS DR"
20904,"04609","RISING HILL CT"
20905,"13337","CAMPUS DR"
20906,"13323","CAMPUS DR"
20907,"04608","ROCKINGHAM CT"
20908,"04607","ROCKINGHAM CT"
20909,"13259","CAMPUS DR"
20910,"13229","CAMPUS DR"
20911,"13201","CAMPUS DR"
20912,"13198","CAMPUS DR"
20913,"13186","CAMPUS DR"
20914,"13001","CAMPUS DR"
20915,"06167","VIEWCREST DR"
20916,"06143","VIEWCREST DR"
20917,"06137","VIEWCREST DR"
20918,"04317","ST CLOUD CT"
20919,"06101","VIEWCREST DR"
20920,"04251","RIDGEMONT CT"
20921,"04225","RIDGEMONT CT"
20922,"06115","RIDGEMONT DR"
20923,"06145","RIDGEMONT DR"
20924,"06169","RIDGEMONT DR"
20925,"06175","RIDGEMONT DR"
20926,"06103","RIDGEMONT DR"
20927,"12905","CAMPUS DR"
20928,"12901","CAMPUS DR"
20929,"12801","CAMPUS DR"
20930,"00000","CAMPUS DR"
20931,"00000","CAMPUS DR"
20932,"00000","CAMPUS DR"
20933,"13386","CAMPUS DR"
20934,"13360","CAMPUS DR"
20935,"04622","RISING HILL CT"
20936,"04604","RISING HILL CT"
20937,"13334","CAMPUS DR"
20938,"13320","CAMPUS DR"
20939,"13250","CAMPUS DR"
20940,"13208","CAMPUS DR"
20941,"13191","CAMPUS DR"
20942,"13181","CAMPUS DR"
20943,"13050","CAMPUS DR"
20944,"13000","CAMPUS DR"
20945,"06162","VIEWCREST DR"
20946,"04310","CHAMBERLIN CT"
20947,"06108","VIEWCREST DR"
20948,"04250","RIDGEMONT CT"
20949,"04216","RIDGEMONT CT"
20950,"06130","RIDGEMONT DR"
20951,"06110","RIDGEMONT DR"
20952,"06056","RIDGEMONT DR"
20953,"04212","HIGHKNOLL DR"
20954,"12904","CAMPUS DR"
20955,"12806","CAMPUS DR"
20956,"12800","CAMPUS DR"
20957,"00000","CAMPUS DR"
20958,"00000","CAMPUS DR"
20959,"00000","CAMPUS DR"
20960,"13281","SKYLINE BLVD"
20961,"13199","SKYLINE BLVD"
20962,"13055","SKYLINE BLVD"
20963,"05017","PARKRIDGE DR"
20964,"13050","SKYLINE BLVD"
20965,"13150","SKYLINE BLVD"
20966,"05020","PARKRIDGE DR"
20967,"13328","SKYLINE BLVD"
20968,"05099","PARKRIDGE DR"
20969,"05221","SADDLE BROOK DR"
20970,"05198","PARKRIDGE DR"
20971,"05130","PARKRIDGE DR"
20972,"00050","KNOLL RIDGE WY"
20973,"00028","KNOLL RIDGE WY"
20974,"00020","KNOLL RIDGE WY"
20975,"13260","CLAIREPOINTE WY"
20976,"13230","CLAIREPOINTE WY"
20977,"13217","SLOPE CREST DR"
20978,"05311","SADDLE BROOK DR"
20979,"13323","CLAIREPOINTE WY"
20980,"13499","SKYLINE BLVD"
20981,"13463","SKYLINE BLVD"
20982,"13409","SKYLINE BLVD"
20983,"13289","CLAIREPOINTE WY"
20984,"13195","CLAIREPOINTE WY"
20985,"13175","CLAIREPOINTE WY"
20986,"13149","CLAIREPOINTE WY"
20987,"05112","PARKRIDGE DR"
20988,"13340","SLOPE CREST DR"
20989,"05175","PARKRIDGE DR"
20990,"05080","PARKRIDGE DR"
20991,"05123","PARKRIDGE DR"
20992,"13570","SKYLINE BLVD"
20993,"02000","LIVINGSTON ST"
20994,"01910","EMBARCADERO"
20995,"01900","EMBARCADERO"
20996,"01946","EMBARCADERO"
20997,"01940","EMBARCADERO"
20998,"02000","EMBARCADERO"
20999,"02010","EMBARCADERO"
21000,"02020","EMBARCADERO"
21001,"02030","EMBARCADERO"
21002,"02110","EMBARCADERO"
21003,"02100","EMBARCADERO"
21004,"01900","DENNISON ST"
21005,"01925","EMBARCADERO"
21006,"01935","EMBARCADERO"
21007,"01945","EMBARCADERO"
21008,"01955","EMBARCADERO"
21009,"01965","EMBARCADERO"
21010,"02101","EMBARCADERO"
21011,"02111","EMBARCADERO"
21012,"02141","EMBARCADERO"
21013,"01890","DENNISON ST"
21014,"02130","EMBARCADERO"
21015,"01970","LIVINGSTON ST"
21016,"00905","22ND AV"
21017,"01094","CALCOTT PL"
21018,"01291","MILLER AV"
21019,"01145","CALCOTT PL"
21020,"01011","CALCOTT PL"
21021,"00000","23RD AV"
21022,"01404","27TH AV"
21023,"00860","23RD AV"
21024,"00910","23RD AV"
21025,"00900","23RD AV"
21026,"02511","E. 15TH ST"
21027,"01078","CALCOTT PL"
21028,"01025","CALCOTT PL"
21029,"00000","E. 12TH ST"
21030,"02270","E. 12TH ST"
21031,"02260","E. 12TH ST"
21032,"02250","E. 12TH ST"
21033,"02240","E. 12TH ST"
21034,"02230","E. 12TH ST"
21035,"02400","E. 15TH ST"
21036,"01242","23RD AV"
21037,"01207","23RD AV"
21038,"01220","MILLER AV"
21039,"01420","24TH AV"
21040,"01406","MILLER AV"
21041,"02430","E. 14TH ST"
21042,"02424","E. 14TH ST"
21043,"02400","E. 14TH ST"
21044,"02404","E. 14TH ST"
21045,"02342","E. 14TH ST"
21046,"02326","E. 14TH ST"
21047,"02300","E. 14TH ST"
21048,"02310","E. 12TH ST"
21049,"02326","E. 12TH ST"
21050,"02346","E. 12TH ST"
21051,"02410","E. 12TH ST"
21052,"02430","E. 12TH ST"
21053,"02440","E. 12TH ST"
21054,"01220","25TH AV"
21055,"01120","25TH AV"
21056,"01104","25TH AV"
21057,"02510","E. 14TH ST"
21058,"02530","E. 14TH ST"
21059,"02558","E. 14TH ST"
21060,"02600","E. 14TH ST"
21061,"02622","E. 14TH ST"
21062,"02642","E. 14TH ST"
21063,"02648","E. 14TH ST"
21064,"01404","27TH AV"
21065,"02560","E. 12TH ST"
21066,"02550","E. 12TH ST"
21067,"02530","E. 12TH ST"
21068,"02510","E. 12TH ST"
21069,"02630","E. 12TH ST"
21070,"02620","E. 12TH ST"
21071,"02610","E. 12TH ST"
21072,"02720","E. 12TH ST"
21073,"02730","E. 12TH ST"
21074,"02740","E. 12TH ST"
21075,"01020","26TH AV"
21076,"01040","26TH AV"
21077,"00938","26TH AV"
21078,"00975","23RD AV"
21079,"01100","23RD AV"
21080,"01120","CALCOTT PL"
21081,"02410","E. 11TH ST"
21082,"00900","23RD AV"
21083,"00910","23RD AV"
21084,"02219","FREDERICK ST"
21085,"02101","FREDERICK ST"
21086,"00900","KING ST"
21087,"02200","DENNISON ST"
21088,"01020","COTTON ST"
21089,"01040","COTTON ST"
21090,"01051","COTTON ST"
21091,"01300","23RD AV"
21092,"00900","26TH AV"
21093,"01000","COTTON ST"
21094,"02135","FREDERICK ST"
21095,"02211","FREDERICK ST"
21096,"01006","CALCOTT PL"
21097,"01036","CALCOTT PL"
21098,"01218","MILLER AV"
21099,"01502","24TH AV"
21100,"01234","26TH AV"
21101,"01266","26TH AV"
21102,"01050","CALCOTT PL"
21103,"01092","CALCOTT PL"
21104,"01175","23RD AV"
21105,"02289","E. 12TH ST"
21106,"02265","E. 12TH ST"
21107,"02245","E. 12TH ST"
21108,"02235","E. 12TH ST"
21109,"02225","E. 12TH ST"
21110,"01249","23RD AV"
21111,"01221","23RD AV"
21112,"01501","26TH AV"
21113,"01521","26TH AV"
21114,"01521","25TH AV"
21115,"02431","E. 15TH ST"
21116,"01421","25TH AV"
21117,"01419","MILLER AV"
21118,"02258","E. 14TH ST"
21119,"02301","E. 14TH ST"
21120,"02325","E. 14TH ST"
21121,"02343","E. 14TH ST"
21122,"02401","E. 14TH ST"
21123,"02411","E. 14TH ST"
21124,"02425","E. 14TH ST"
21125,"02515","E. 16TH ST"
21126,"02625","E. 15TH ST"
21127,"02301","E. 12TH ST"
21128,"02337","E. 12TH ST"
21129,"02341","E. 12TH ST"
21130,"02425","E. 12TH ST"
21131,"02425","E. 12TH ST"
21132,"02435","E. 12TH ST"
21133,"01105","25TH AV"
21134,"02557","E. 14TH ST"
21135,"02529","E. 14TH ST"
21136,"02511","E. 14TH ST"
21137,"02501","E. 14TH ST"
21138,"02651","E. 14TH ST"
21139,"02649","E. 14TH ST"
21140,"02647","E. 14TH ST"
21141,"02623","E. 14TH ST"
21142,"02601","E. 14TH ST"
21143,"02555","E. 12TH ST"
21144,"02525","E. 12TH ST"
21145,"02525","E. 12TH ST"
21146,"02501","E. 12TH ST"
21147,"02635","E. 12TH ST"
21148,"02625","E. 12TH ST"
21149,"02605","E. 12TH ST"
21150,"02705","E. 12TH ST"
21151,"02725","E. 12TH ST"
21152,"02735","E. 12TH ST"
21153,"02745","E. 12TH ST"
21154,"02727","E. 11TH ST"
21155,"01041","27TH AV"
21156,"02525","E. 11TH ST"
21157,"02623","E. 11TH ST"
21158,"02627","E. 10TH ST"
21159,"00976","23RD AV"
21160,"00980","23RD AV"
21161,"02435","E. 11TH ST"
21162,"01027","25TH AV"
21163,"00915","23RD AV"
21164,"00967","23RD AV"
21165,"00959","23RD AV"
21166,"00931","23RD AV"
21167,"00905","23RD AV"
21168,"00946","23RD AV"
21169,"00966","23RD AV"
21170,"00958","23RD AV"
21171,"00945","23RD AV"
21172,"01000","23RD AV"
21173,"00900","23RD AV"
21174,"02501","E. 10TH ST"
21175,"02515","E. 10TH ST"
21176,"00935","KENNEDY ST"
21177,"00845","KENNEDY ST"
21178,"00925","KENNEDY ST"
21179,"00915","KENNEDY ST"
21180,"00905","KING ST"
21181,"00941","KING ST"
21182,"02026","LIVINGSTON ST"
21183,"02111","LIVINGSTON ST"
