OBJECTID,TYPE,STREET ADDRESS,CITY/STATE
28536,Street Lights,8015 RUDSDALE ST,"Oakland, CA"
28537,Street Lights,7905 RUDSDALE ST,"Oakland, CA"
28538,Street Lights,945 81ST AV,"Oakland, CA"
28539,Street Lights,8428 B ST,"Oakland, CA"
28540,Street Lights,1385 81ST AV,"Oakland, CA"
28541,Street Lights,1361 81ST AV,"Oakland, CA"
28542,Street Lights,1325 81ST AV,"Oakland, CA"
28543,Street Lights,1249 81ST AV,"Oakland, CA"
28544,Street Lights,1209 81ST AV,"Oakland, CA"
28545,Street Lights,1051 81ST AV,"Oakland, CA"
28546,Street Lights,1049 81ST AV,"Oakland, CA"
28547,Street Lights,1179 76TH AV,"Oakland, CA"
28548,Street Lights,1151 76TH AV,"Oakland, CA"
28549,Street Lights,1101 76TH AV,"Oakland, CA"
28550,Street Lights,1215 76TH AV,"Oakland, CA"
28551,Street Lights,1133 75TH AV,"Oakland, CA"
28552,Street Lights,1289 78TH AV,"Oakland, CA"
28553,Street Lights,1251 78TH AV,"Oakland, CA"
28554,Street Lights,1201 78TH AV,"Oakland, CA"
28555,Street Lights,1187 78TH AV,"Oakland, CA"
28556,Street Lights,1155 78TH AV,"Oakland, CA"
28557,Street Lights,8401 D ST,"Oakland, CA"
28558,Street Lights,8321 D ST,"Oakland, CA"
28559,Street Lights,8305 D ST,"Oakland, CA"
28560,Street Lights,8221 D ST,"Oakland, CA"
28561,Street Lights,8201 D ST,"Oakland, CA"
28562,Street Lights,1429 81ST AV,"Oakland, CA"
28563,Street Lights,1405 81ST AV,"Oakland, CA"
28564,Street Lights,1405 80TH AV,"Oakland, CA"
28565,Street Lights,1353 80TH AV,"Oakland, CA"
28566,Street Lights,1329 80TH AV,"Oakland, CA"
28567,Street Lights,1245 80TH AV,"Oakland, CA"
28568,Street Lights,1201 80TH AV,"Oakland, CA"
28569,Street Lights,1005 80TH AV,"Oakland, CA"
28570,Street Lights,1319 84TH AV,"Oakland, CA"
28571,Street Lights,1251 84TH AV,"Oakland, CA"
28572,Street Lights,1209 84TH AV,"Oakland, CA"
28573,Street Lights,1151 84TH AV,"Oakland, CA"
28574,Street Lights,1107 84TH AV,"Oakland, CA"
28575,Street Lights,1051 84TH AV,"Oakland, CA"
28576,Street Lights,1399 81ST AV,"Oakland, CA"
28577,Street Lights,1375 81ST AV,"Oakland, CA"
28578,Street Lights,1343 81ST AV,"Oakland, CA"
28579,Street Lights,1229 81ST AV,"Oakland, CA"
28580,Street Lights,1079 81ST AV,"Oakland, CA"
28581,Street Lights,1073 82ND AV,"Oakland, CA"
28582,Street Lights,1129 82ND AV,"Oakland, CA"
28583,Street Lights,1205 82ND AV,"Oakland, CA"
28584,Street Lights,1251 82ND AV,"Oakland, CA"
28585,Street Lights,1273 82ND AV,"Oakland, CA"
28586,Street Lights,1323 82ND AV,"Oakland, CA"
28587,Street Lights,1341 82ND AV,"Oakland, CA"
28588,Street Lights,1427 82ND AV,"Oakland, CA"
28589,Street Lights,1437 82ND AV,"Oakland, CA"
28590,Street Lights,1421 81ST AV,"Oakland, CA"
28591,Street Lights,1451 81ST AV,"Oakland, CA"
28592,Street Lights,5483 E. 14TH ST,"Oakland, CA"
28593,Street Lights,8017 E. 14TH ST,"Oakland, CA"
28594,Street Lights,8033 E. 14TH ST,"Oakland, CA"
28595,Street Lights,8035 E. 14TH ST,"Oakland, CA"
28596,Street Lights,8101 E. 14TH ST,"Oakland, CA"
28597,Street Lights,8135 E. 14TH ST,"Oakland, CA"
28598,Street Lights,8145 E. 14TH ST,"Oakland, CA"
28599,Street Lights,8155 E. 14TH ST,"Oakland, CA"
28600,Street Lights,8209 E. 14TH ST,"Oakland, CA"
28601,Street Lights,8227 E. 14TH ST,"Oakland, CA"
28602,Street Lights,1293 83RD AV,"Oakland, CA"
28603,Street Lights,1235 86TH AV,"Oakland, CA"
28604,Street Lights,1271 84TH AV,"Oakland, CA"
28605,Street Lights,1231 84TH AV,"Oakland, CA"
28606,Street Lights,1127 84TH AV,"Oakland, CA"
28607,Street Lights,1199 84TH AV,"Oakland, CA"
28608,Street Lights,1033 84TH AV,"Oakland, CA"
28609,Street Lights,1073 84TH AV,"Oakland, CA"
28610,Street Lights,1029 82ND AV,"Oakland, CA"
28611,Street Lights,873 81ST AV,"Oakland, CA"
28612,Street Lights,845 81ST AV,"Oakland, CA"
28613,Street Lights,873 81ST AV,"Oakland, CA"
28614,Street Lights,915 81ST AV,"Oakland, CA"
28615,Street Lights,935 81ST AV,"Oakland, CA"
28616,Street Lights,975 81ST AV,"Oakland, CA"
28617,Street Lights,999 81ST AV,"Oakland, CA"
28618,Street Lights,1015 81ST AV,"Oakland, CA"
28619,Street Lights,8031 RUDSDALE ST,"Oakland, CA"
28620,Street Lights,8001 RUDSDALE ST,"Oakland, CA"
28621,Street Lights,7913 E. 14TH ST,"Oakland, CA"
28622,Street Lights,7933 E. 14TH ST,"Oakland, CA"
28623,Street Lights,1377 80TH AV,"Oakland, CA"
28624,Street Lights,1339 80TH AV,"Oakland, CA"
28625,Street Lights,1267 80TH AV,"Oakland, CA"
28626,Street Lights,1223 80TH AV,"Oakland, CA"
28627,Street Lights,1083 80TH AV,"Oakland, CA"
28628,Street Lights,1217 78TH AV,"Oakland, CA"
28629,Street Lights,1263 78TH AV,"Oakland, CA"
28630,Street Lights,1169 78TH AV,"Oakland, CA"
28631,Street Lights,1201 76TH AV,"Oakland, CA"
28632,Street Lights,1127 76TH AV,"Oakland, CA"
28633,Street Lights,1163 76TH AV,"Oakland, CA"
28634,Street Lights,1163 75TH AV,"Oakland, CA"
28635,Street Lights,610 ELYSIAN FIELDS DR,"Oakland, CA"
28636,Street Lights,1348 87TH AV,"Oakland, CA"
28637,Street Lights,1322 86TH AV,"Oakland, CA"
28638,Street Lights,8610 A ST,"Oakland, CA"
28639,Street Lights,1700 89TH AV,"Oakland, CA"
28640,Street Lights,1835 88TH AV,"Oakland, CA"
28641,Street Lights,1980 AUSEON AV,"Oakland, CA"
28642,Street Lights,1698 84TH AV,"Oakland, CA"
28643,Street Lights,1299 86TH AV,"Oakland, CA"
28644,Street Lights,1461 82ND AV,"Oakland, CA"
28645,Street Lights,1473 82ND AV,"Oakland, CA"
28646,Street Lights,1499 82ND AV,"Oakland, CA"
28647,Street Lights,1601 82ND AV,"Oakland, CA"
28648,Street Lights,1601 84TH AV,"Oakland, CA"
28649,Street Lights,1633 84TH AV,"Oakland, CA"
28650,Street Lights,8327 PLYMOUTH ST,"Oakland, CA"
28651,Street Lights,8407 PLYMOUTH ST,"Oakland, CA"
28652,Street Lights,8415 PLYMOUTH ST,"Oakland, CA"
28653,Street Lights,1629 86TH AV,"Oakland, CA"
28654,Street Lights,8234 E. 14TH ST,"Oakland, CA"
28655,Street Lights,8301 E. 14TH ST,"Oakland, CA"
28656,Street Lights,8317 E. 14TH ST,"Oakland, CA"
28657,Street Lights,8335 E. 14TH ST,"Oakland, CA"
28658,Street Lights,8401 E. 14TH ST,"Oakland, CA"
28659,Street Lights,8417 E. 14TH ST,"Oakland, CA"
28660,Street Lights,8437 E. 14TH ST,"Oakland, CA"
28661,Street Lights,1357 84TH AV,"Oakland, CA"
28662,Street Lights,1338 84TH AV,"Oakland, CA"
28663,Street Lights,1359 85TH AV,"Oakland, CA"
28664,Street Lights,1443 84TH AV,"Oakland, CA"
28665,Street Lights,1413 84TH AV,"Oakland, CA"
28666,Street Lights,8501 E. 14TH ST,"Oakland, CA"
28667,Street Lights,8525 E. 14TH ST,"Oakland, CA"
28668,Street Lights,8535 E. 14TH ST,"Oakland, CA"
28669,Street Lights,1431 86TH AV,"Oakland, CA"
28670,Street Lights,1415 86TH AV,"Oakland, CA"
28671,Street Lights,1401 86TH AV,"Oakland, CA"
28672,Street Lights,1449 AUSEON AV,"Oakland, CA"
28673,Street Lights,1401 AUSEON AV,"Oakland, CA"
28674,Street Lights,8709 E. 14TH ST,"Oakland, CA"
28675,Street Lights,8637 E. 14TH ST,"Oakland, CA"
28676,Street Lights,8617 E. 14TH ST,"Oakland, CA"
28677,Street Lights,8605 E. 14TH ST,"Oakland, CA"
28678,Street Lights,1361 86TH AV,"Oakland, CA"
28679,Street Lights,1457 88TH AV,"Oakland, CA"
28680,Street Lights,1501 88TH AV,"Oakland, CA"
28681,Street Lights,1445 87TH AV,"Oakland, CA"
28682,Street Lights,1601 87TH AV,"Oakland, CA"
28683,Street Lights,1639 87TH AV,"Oakland, CA"
28684,Street Lights,1501 AUSEON AV,"Oakland, CA"
28685,Street Lights,1615 AUSEON AV,"Oakland, CA"
28686,Street Lights,1643 AUSEON AV,"Oakland, CA"
28687,Street Lights,1405 87TH AV,"Oakland, CA"
28688,Street Lights,1623 89TH AV,"Oakland, CA"
28689,Street Lights,1725 89TH AV,"Oakland, CA"
28690,Street Lights,1829 89TH AV,"Oakland, CA"
28691,Street Lights,1900 89TH AV,"Oakland, CA"
28692,Street Lights,1939 89TH AV,"Oakland, CA"
28693,Street Lights,1971 89TH AV,"Oakland, CA"
28694,Street Lights,8811 PLYMOUTH ST,"Oakland, CA"
28695,Street Lights,2003 88TH AV,"Oakland, CA"
28696,Street Lights,1949 88TH AV,"Oakland, CA"
28697,Street Lights,1911 88TH AV,"Oakland, CA"
28698,Street Lights,1801 88TH AV,"Oakland, CA"
28699,Street Lights,1715 88TH AV,"Oakland, CA"
28700,Street Lights,1649 88TH AV,"Oakland, CA"
28701,Street Lights,1609 88TH AV,"Oakland, CA"
28702,Street Lights,1657 87TH AV,"Oakland, CA"
28703,Street Lights,1675 87TH AV,"Oakland, CA"
28704,Street Lights,8649 PLYMOUTH ST,"Oakland, CA"
28705,Street Lights,1603 86TH AV,"Oakland, CA"
28706,Street Lights,1721 86TH AV,"Oakland, CA"
28707,Street Lights,1761 86TH AV,"Oakland, CA"
28708,Street Lights,1709 AUSEON AV,"Oakland, CA"
28709,Street Lights,1757 AUSEON AV,"Oakland, CA"
28710,Street Lights,1725 87TH AV,"Oakland, CA"
28711,Street Lights,1749 87TH AV,"Oakland, CA"
28712,Street Lights,2021 87TH AV,"Oakland, CA"
28713,Street Lights,1941 87TH AV,"Oakland, CA"
28714,Street Lights,1927 87TH AV,"Oakland, CA"
28715,Street Lights,1933 AUSEON AV,"Oakland, CA"
28716,Street Lights,1971 AUSEON AV,"Oakland, CA"
28717,Street Lights,2025 AUSEON AV,"Oakland, CA"
28718,Street Lights,2075 86TH AV,"Oakland, CA"
28719,Street Lights,2027 86TH AV,"Oakland, CA"
28720,Street Lights,2001 86TH AV,"Oakland, CA"
28721,Street Lights,1951 86TH AV,"Oakland, CA"
28722,Street Lights,1921 86TH AV,"Oakland, CA"
28723,Street Lights,1901 86TH AV,"Oakland, CA"
28724,Street Lights,1901 84TH AV,"Oakland, CA"
28725,Street Lights,8511 PLYMOUTH ST,"Oakland, CA"
28726,Street Lights,1749 84TH AV,"Oakland, CA"
28727,Street Lights,1703 84TH AV,"Oakland, CA"
28728,Street Lights,1425 84TH AV,"Oakland, CA"
28729,Street Lights,1461 84TH AV,"Oakland, CA"
28730,Street Lights,1623 84TH AV,"Oakland, CA"
28731,Street Lights,1653 84TH AV,"Oakland, CA"
28732,Street Lights,1729 84TH AV,"Oakland, CA"
28733,Street Lights,1767 84TH AV,"Oakland, CA"
28734,Street Lights,1301 86TH AV,"Oakland, CA"
28735,Street Lights,1341 86TH AV,"Oakland, CA"
28736,Street Lights,1371 86TH AV,"Oakland, CA"
28737,Street Lights,2015 86TH AV,"Oakland, CA"
28738,Street Lights,8907 PLYMOUTH ST,"Oakland, CA"
28739,Street Lights,8805 PLYMOUTH ST,"Oakland, CA"
28740,Street Lights,8721 PLYMOUTH ST,"Oakland, CA"
28741,Street Lights,8706 PLYMOUTH ST,"Oakland, CA"
28742,Street Lights,8671 PLYMOUTH ST,"Oakland, CA"
28743,Street Lights,8636 PLYMOUTH ST,"Oakland, CA"
28744,Street Lights,8605 PLYMOUTH ST,"Oakland, CA"
28745,Street Lights,8521 PLYMOUTH ST,"Oakland, CA"
28746,Street Lights,8501 PLYMOUTH ST,"Oakland, CA"
28747,Street Lights,8449 PLYMOUTH ST,"Oakland, CA"
28748,Street Lights,8329 PLYMOUTH ST,"Oakland, CA"
28749,Street Lights,8305 PLYMOUTH ST,"Oakland, CA"
28750,Street Lights,1449 86TH AV,"Oakland, CA"
28751,Street Lights,1621 86TH AV,"Oakland, CA"
28752,Street Lights,1657 86TH AV,"Oakland, CA"
28753,Street Lights,1671 86TH AV,"Oakland, CA"
28754,Street Lights,1711 86TH AV,"Oakland, CA"
28755,Street Lights,1743 86TH AV,"Oakland, CA"
28756,Street Lights,1933 86TH AV,"Oakland, CA"
28757,Street Lights,1969 86TH AV,"Oakland, CA"
28758,Street Lights,1425 AUSEON AV,"Oakland, CA"
28759,Street Lights,1461 AUSEON AV,"Oakland, CA"
28760,Street Lights,1627 AUSEON AV,"Oakland, CA"
28761,Street Lights,1663 AUSEON AV,"Oakland, CA"
28762,Street Lights,1735 AUSEON AV,"Oakland, CA"
28763,Street Lights,1775 AUSEON AV,"Oakland, CA"
28764,Street Lights,1915 AUSEON AV,"Oakland, CA"
28765,Street Lights,1951 AUSEON AV,"Oakland, CA"
28766,Street Lights,2001 AUSEON AV,"Oakland, CA"
28767,Street Lights,1951 AUSEON AV,"Oakland, CA"
28768,Street Lights,1615 89TH AV,"Oakland, CA"
28769,Street Lights,1647 89TH AV,"Oakland, CA"
28770,Street Lights,1709 89TH AV,"Oakland, CA"
28771,Street Lights,1805 89TH AV,"Oakland, CA"
28772,Street Lights,1921 89TH AV,"Oakland, CA"
28773,Street Lights,1955 89TH AV,"Oakland, CA"
28774,Street Lights,1421 87TH AV,"Oakland, CA"
28775,Street Lights,1463 87TH AV,"Oakland, CA"
28776,Street Lights,1615 87TH AV,"Oakland, CA"
28777,Street Lights,1709 87TH AV,"Oakland, CA"
28778,Street Lights,1769 87TH AV,"Oakland, CA"
28779,Street Lights,1901 87TH AV,"Oakland, CA"
28780,Street Lights,1961 87TH AV,"Oakland, CA"
28781,Street Lights,2001 87TH AV,"Oakland, CA"
28782,Street Lights,1441 88TH AV,"Oakland, CA"
28783,Street Lights,1519 88TH AV,"Oakland, CA"
28784,Street Lights,1629 88TH AV,"Oakland, CA"
28785,Street Lights,1735 88TH AV,"Oakland, CA"
28786,Street Lights,1827 88TH AV,"Oakland, CA"
28787,Street Lights,1901 88TH AV,"Oakland, CA"
28788,Street Lights,1925 88TH AV,"Oakland, CA"
28789,Street Lights,1967 88TH AV,"Oakland, CA"
28790,Street Lights,2051 86TH AV,"Oakland, CA"
28791,Street Lights,2037 AUSEON AV,"Oakland, CA"
28792,Street Lights,8930 BIRCH ST,"Oakland, CA"
28793,Street Lights,8900 BIRCH ST,"Oakland, CA"
28794,Street Lights,,"Oakland, CA"
28795,Street Lights,,"Oakland, CA"
28796,Street Lights,,"Oakland, CA"
28797,Street Lights,,"Oakland, CA"
28798,Street Lights,,"Oakland, CA"
28799,Street Lights,,"Oakland, CA"
28800,Street Lights,,"Oakland, CA"
28801,Street Lights,,"Oakland, CA"
28802,Street Lights,8828 BIRCH ST,"Oakland, CA"
28803,Street Lights,8720 BIRCH ST,"Oakland, CA"
28804,Street Lights,8656 BIRCH ST,"Oakland, CA"
28805,Street Lights,8600 BIRCH ST,"Oakland, CA"
28806,Street Lights,8502 BIRCH ST,"Oakland, CA"
28807,Street Lights,8520 BIRCH ST,"Oakland, CA"
28808,Street Lights,8430 BIRCH ST,"Oakland, CA"
28809,Street Lights,8400 BIRCH ST,"Oakland, CA"
28810,Street Lights,8510 OLIVE ST,"Oakland, CA"
28811,Street Lights,8600 OLIVE ST,"Oakland, CA"
28812,Street Lights,8624 OLIVE ST,"Oakland, CA"
28813,Street Lights,8650 OLIVE ST,"Oakland, CA"
28814,Street Lights,8725 OLIVE ST,"Oakland, CA"
28815,Street Lights,8805 OLIVE ST,"Oakland, CA"
28816,Street Lights,8724 HOLLY ST,"Oakland, CA"
28817,Street Lights,8704 HOLLY ST,"Oakland, CA"
28818,Street Lights,8678 HOLLY ST,"Oakland, CA"
28819,Street Lights,8650 HOLLY ST,"Oakland, CA"
28820,Street Lights,8630 HOLLY ST,"Oakland, CA"
28821,Street Lights,8602 HOLLY ST,"Oakland, CA"
28822,Street Lights,8520 HOLLY ST,"Oakland, CA"
28823,Street Lights,8512 HOLLY ST,"Oakland, CA"
28824,Street Lights,8420 HOLLY ST,"Oakland, CA"
28825,Street Lights,8404 HOLLY ST,"Oakland, CA"
28826,Street Lights,8330 HOLLY ST,"Oakland, CA"
28827,Street Lights,8304 HOLLY ST,"Oakland, CA"
28828,Street Lights,8220 HOLLY ST,"Oakland, CA"
28829,Street Lights,1650 83RD AV,"Oakland, CA"
28830,Street Lights,1618 83RD AV,"Oakland, CA"
28831,Street Lights,1456 83RD AV,"Oakland, CA"
28832,Street Lights,1420 83RD AV,"Oakland, CA"
28833,Street Lights,8530 A ST,"Oakland, CA"
28834,Street Lights,9034 BIRCH ST,"Oakland, CA"
28835,Street Lights,9004 BIRCH ST,"Oakland, CA"
28836,Street Lights,8510 A ST,"Oakland, CA"
28837,Street Lights,1956 85TH AV,"Oakland, CA"
28838,Street Lights,1912 85TH AV,"Oakland, CA"
28839,Street Lights,1766 85TH AV,"Oakland, CA"
28840,Street Lights,1730 85TH AV,"Oakland, CA"
28841,Street Lights,1666 85TH AV,"Oakland, CA"
28842,Street Lights,1610 85TH AV,"Oakland, CA"
28843,Street Lights,1452 85TH AV,"Oakland, CA"
28844,Street Lights,1424 85TH AV,"Oakland, CA"
28845,Street Lights,1678 85TH AV,"Oakland, CA"
28846,Street Lights,1706 85TH AV,"Oakland, CA"
28847,Street Lights,1744 85TH AV,"Oakland, CA"
28848,Street Lights,8420 BIRCH ST,"Oakland, CA"
28849,Street Lights,2000 85TH AV,"Oakland, CA"
28850,Street Lights,8530 OLIVE ST,"Oakland, CA"
28851,Street Lights,1968 85TH AV,"Oakland, CA"
28852,Street Lights,1930 85TH AV,"Oakland, CA"
28853,Street Lights,1800 85TH AV,"Oakland, CA"
28854,Street Lights,8516 BIRCH ST,"Oakland, CA"
28855,Street Lights,8648 BIRCH ST,"Oakland, CA"
28856,Street Lights,8698 BIRCH ST,"Oakland, CA"
28857,Street Lights,8687 OLIVE ST,"Oakland, CA"
28858,Street Lights,8710 OLIVE ST,"Oakland, CA"
28859,Street Lights,8812 BIRCH ST,"Oakland, CA"
28860,Street Lights,8914 BIRCH ST,"Oakland, CA"
28861,Street Lights,9026 BIRCH ST,"Oakland, CA"
28862,Street Lights,1810 90TH AV,"Oakland, CA"
28863,Street Lights,1818 90TH AV,"Oakland, CA"
28864,Street Lights,1840 90TH AV,"Oakland, CA"
28865,Street Lights,1902 90TH AV,"Oakland, CA"
28866,Street Lights,1916 90TH AV,"Oakland, CA"
28867,Street Lights,8804 HOLLY ST,"Oakland, CA"
28868,Street Lights,1368 87TH AV,"Oakland, CA"
28869,Street Lights,1332 85TH AV,"Oakland, CA"
28870,Street Lights,1326 85TH AV,"Oakland, CA"
28871,Street Lights,1310 85TH AV,"Oakland, CA"
28872,Street Lights,1320 86TH AV,"Oakland, CA"
28873,Street Lights,8700 E. 14TH ST,"Oakland, CA"
28874,Street Lights,8680 E. 14TH ST,"Oakland, CA"
28875,Street Lights,8652 E. 14TH ST,"Oakland, CA"
28876,Street Lights,8622 E. 14TH ST,"Oakland, CA"
28877,Street Lights,8600 E. 14TH ST,"Oakland, CA"
28878,Street Lights,8580 E. 14TH ST,"Oakland, CA"
28879,Street Lights,8530 E. 14TH ST,"Oakland, CA"
28880,Street Lights,1404 85TH AV,"Oakland, CA"
28881,Street Lights,1436 85TH AV,"Oakland, CA"
28882,Street Lights,1368 83RD AV,"Oakland, CA"
28883,Street Lights,8504 E. 14TH ST,"Oakland, CA"
28884,Street Lights,8432 E. 14TH ST,"Oakland, CA"
28885,Street Lights,8416 E. 14TH ST,"Oakland, CA"
28886,Street Lights,8400 E. 14TH ST,"Oakland, CA"
28887,Street Lights,8332 E. 14TH ST,"Oakland, CA"
28888,Street Lights,8322 E. 14TH ST,"Oakland, CA"
28889,Street Lights,8302 E. 14TH ST,"Oakland, CA"
28890,Street Lights,8414 HOLLY ST,"Oakland, CA"
28891,Street Lights,1626 85TH AV,"Oakland, CA"
28892,Street Lights,1600 85TH AV,"Oakland, CA"
28893,Street Lights,8514 HOLLY ST,"Oakland, CA"
28894,Street Lights,1684 83RD AV,"Oakland, CA"
28895,Street Lights,8322 HOLLY ST,"Oakland, CA"
28896,Street Lights,1600 83RD AV,"Oakland, CA"
28897,Street Lights,1632 83RD AV,"Oakland, CA"
28898,Street Lights,1440 83RD AV,"Oakland, CA"
28899,Street Lights,1400 83RD AV,"Oakland, CA"
28900,Street Lights,8200 E. 14TH ST,"Oakland, CA"
28901,Street Lights,8210 HOLLY ST,"Oakland, CA"
28902,Street Lights,6948 FOOTHILL BLVD,"Oakland, CA"
28903,Street Lights,2580 90TH AV,"Oakland, CA"
28904,Street Lights,9000 THERMAL ST,"Oakland, CA"
28905,Street Lights,9390 HILLSIDE ST,"Oakland, CA"
28906,Street Lights,9314 HILLSIDE ST,"Oakland, CA"
28907,Street Lights,2400 90TH AV,"Oakland, CA"
28908,Street Lights,2401 88TH AV,"Oakland, CA"
28909,Street Lights,7350 87TH AV,"Oakland, CA"
28910,Street Lights,8835 LAWLOR ST,"Oakland, CA"
28911,Street Lights,9541 LAWLOR ST,"Oakland, CA"
28912,Street Lights,2483 94TH AV,"Oakland, CA"
28913,Street Lights,2573 94TH AV,"Oakland, CA"
28914,Street Lights,9000 THERMAL ST,"Oakland, CA"
28915,Street Lights,8919 LAWLOR ST,"Oakland, CA"
28916,Street Lights,2235 94TH AV,"Oakland, CA"
28917,Street Lights,2400 88TH AV,"Oakland, CA"
28918,Street Lights,9399 THERMAL ST,"Oakland, CA"
28919,Street Lights,9001 MACARTHUR BLVD,"Oakland, CA"
28920,Street Lights,1931 92ND AV,"Oakland, CA"
28921,Street Lights,2001 92ND AV,"Oakland, CA"
28922,Street Lights,2015 92ND AV,"Oakland, CA"
28923,Street Lights,2035 92ND AV,"Oakland, CA"
28924,Street Lights,2105 92ND AV,"Oakland, CA"
28925,Street Lights,2111 92ND AV,"Oakland, CA"
28926,Street Lights,2121 92ND AV,"Oakland, CA"
28927,Street Lights,2203 92ND AV,"Oakland, CA"
28928,Street Lights,2225 92ND AV,"Oakland, CA"
28929,Street Lights,2305 92ND AV,"Oakland, CA"
28930,Street Lights,2319 92ND AV,"Oakland, CA"
28931,Street Lights,2015 88TH AV,"Oakland, CA"
28932,Street Lights,2102 88TH AV,"Oakland, CA"
28933,Street Lights,2119 88TH AV,"Oakland, CA"
28934,Street Lights,2135 88TH AV,"Oakland, CA"
28935,Street Lights,2211 88TH AV,"Oakland, CA"
28936,Street Lights,2229 88TH AV,"Oakland, CA"
28937,Street Lights,2251 88TH AV,"Oakland, CA"
28938,Street Lights,2301 88TH AV,"Oakland, CA"
28939,Street Lights,2321 88TH AV,"Oakland, CA"
28940,Street Lights,2329 88TH AV,"Oakland, CA"
28941,Street Lights,2349 88TH AV,"Oakland, CA"
28942,Street Lights,2357 88TH AV,"Oakland, CA"
28943,Street Lights,2433 88TH AV,"Oakland, CA"
28944,Street Lights,2443 88TH AV,"Oakland, CA"
28945,Street Lights,9611 THERMAL ST,"Oakland, CA"
28946,Street Lights,9601 THERMAL ST,"Oakland, CA"
28947,Street Lights,9501 THERMAL ST,"Oakland, CA"
28948,Street Lights,9409 THERMAL ST,"Oakland, CA"
28949,Street Lights,9333 THERMAL ST,"Oakland, CA"
28950,Street Lights,9301 THERMAL ST,"Oakland, CA"
28951,Street Lights,9241 THERMAL ST,"Oakland, CA"
28952,Street Lights,9209 THERMAL ST,"Oakland, CA"
28953,Street Lights,9039 THERMAL ST,"Oakland, CA"
28954,Street Lights,9011 THERMAL ST,"Oakland, CA"
28955,Street Lights,8943 THERMAL ST,"Oakland, CA"
28956,Street Lights,8901 THERMAL ST,"Oakland, CA"
28957,Street Lights,8833 THERMAL ST,"Oakland, CA"
28958,Street Lights,8823 THERMAL ST,"Oakland, CA"
28959,Street Lights,2615 90TH AV,"Oakland, CA"
28960,Street Lights,9515 LAWLOR ST,"Oakland, CA"
28961,Street Lights,9507 LAWLOR ST,"Oakland, CA"
28962,Street Lights,9417 LAWLOR ST,"Oakland, CA"
28963,Street Lights,9341 LAWLOR ST,"Oakland, CA"
28964,Street Lights,9315 LAWLOR ST,"Oakland, CA"
28965,Street Lights,9301 LAWLOR ST,"Oakland, CA"
28966,Street Lights,9125 LAWLOR ST,"Oakland, CA"
28967,Street Lights,9001 LAWLOR ST,"Oakland, CA"
28968,Street Lights,9115 LAWLOR ST,"Oakland, CA"
28969,Street Lights,8957 LAWLOR ST,"Oakland, CA"
28970,Street Lights,8939 LAWLOR ST,"Oakland, CA"
28971,Street Lights,8929 LAWLOR ST,"Oakland, CA"
28972,Street Lights,8925 BURR ST,"Oakland, CA"
28973,Street Lights,8935 BURR ST,"Oakland, CA"
28974,Street Lights,9016 BURR ST,"Oakland, CA"
28975,Street Lights,9025 BURR ST,"Oakland, CA"
28976,Street Lights,8901 BURR ST,"Oakland, CA"
28977,Street Lights,9333 HILLSIDE ST,"Oakland, CA"
28978,Street Lights,2041 87TH AV,"Oakland, CA"
28979,Street Lights,2063 87TH AV,"Oakland, CA"
28980,Street Lights,2201 87TH AV,"Oakland, CA"
28981,Street Lights,2227 87TH AV,"Oakland, CA"
28982,Street Lights,2251 87TH AV,"Oakland, CA"
28983,Street Lights,2267 87TH AV,"Oakland, CA"
28984,Street Lights,2301 87TH AV,"Oakland, CA"
28985,Street Lights,2263 AUSEON AV,"Oakland, CA"
28986,Street Lights,2255 AUSEON AV,"Oakland, CA"
28987,Street Lights,2239 AUSEON AV,"Oakland, CA"
28988,Street Lights,2225 AUSEON AV,"Oakland, CA"
28989,Street Lights,2071 AUSEON AV,"Oakland, CA"
28990,Street Lights,2055 AUSEON AV,"Oakland, CA"
28991,Street Lights,2301 94TH AV,"Oakland, CA"
28992,Street Lights,2325 94TH AV,"Oakland, CA"
28993,Street Lights,2401 94TH AV,"Oakland, CA"
28994,Street Lights,2477 94TH AV,"Oakland, CA"
28995,Street Lights,2525 94TH AV,"Oakland, CA"
28996,Street Lights,2545 94TH AV,"Oakland, CA"
28997,Street Lights,2575 94TH AV,"Oakland, CA"
28998,Street Lights,2615 94TH AV,"Oakland, CA"
28999,Street Lights,2249 89TH AV,"Oakland, CA"
29000,Street Lights,2243 89TH AV,"Oakland, CA"
29001,Street Lights,2221 89TH AV,"Oakland, CA"
29002,Street Lights,2141 89TH AV,"Oakland, CA"
29003,Street Lights,2129 89TH AV,"Oakland, CA"
29004,Street Lights,2107 89TH AV,"Oakland, CA"
29005,Street Lights,2021 89TH AV,"Oakland, CA"
29006,Street Lights,2005 89TH AV,"Oakland, CA"
29007,Street Lights,8601 BANCROFT AV,"Oakland, CA"
29008,Street Lights,8621 BANCROFT AV,"Oakland, CA"
29009,Street Lights,8651 BANCROFT AV,"Oakland, CA"
29010,Street Lights,8675 BANCROFT AV,"Oakland, CA"
29011,Street Lights,8701 BANCROFT AV,"Oakland, CA"
29012,Street Lights,8741 BANCROFT AV,"Oakland, CA"
29013,Street Lights,8801 BANCROFT AV,"Oakland, CA"
29014,Street Lights,8845 BANCROFT AV,"Oakland, CA"
29015,Street Lights,8901 BANCROFT AV,"Oakland, CA"
29016,Street Lights,8931 BANCROFT AV,"Oakland, CA"
29017,Street Lights,8945 BANCROFT AV,"Oakland, CA"
29018,Street Lights,9001 BANCROFT AV,"Oakland, CA"
